test_index,true_equation,true_skeleton,predicted_y,rel_err,dsr_time
0,-1.4608810703863337*exp(-1.3662906591107051*x1/(1.6570892466721525*x1))+-0.5481326790673482,C*exp(C*x1/(C*x1))+C,"[-1.22621347 -1.46309838 -1.17758438 -1.44355589 -1.52145067 -1.32034244
 -1.32809952 -1.32875136 -1.32433014 -1.27261812 -1.36120214 -1.21838956
 -1.42885871 -1.25685163 -1.17981891 -1.28267376 -1.19568557 -1.17983813
 -1.446106   -1.24107997 -1.44822482 -1.43516864 -1.49119255 -1.34743253
 -1.29673751 -1.29112815 -1.34776482 -1.17777348 -1.47012308 -1.42982086]",0.004789332943666025,1.7209217548370361
1,0.9397283929441147*exp(-1.7138582239614426*x1)*-2.0077425853788546*cos(-1.3353942241925272*x1**2+-0.9402324542557938*x1)+0.7279997618628564,C*exp(C*x1)*C*cos(C*x1**2+C*x1)+C,"[  0.21308745 -10.01451836  -5.71173976  -6.1930877    0.21308745
   0.21308745   0.21308745  -8.83232526  -1.11187875   0.21308745
   0.21308745 -12.65939137   0.21308745   0.21308745  -4.23334623
  -8.54614642   0.21308745   0.21308745   0.21308745   0.21308745
  -4.18732036  -2.46752298   0.21308745   0.21308745 -10.96249832
  -6.17479348   0.21738486  -8.73162391   0.21308745   0.21308745]",274.6382783699709,8.258905172348022
2,0.5035538309121157*x1**5+-1.7880275308333555*x1**4+1.9763031036747143*x1**3+0.64126273976877*x1**2*1.9018843748420244*log(0.8634365809569955*x1)+-1.6578296868442013*x1**2+-0.4515420744032035*x1+1.133184078275951,C*x1**5+C*x1**4+C*x1**3+C*x1**2*C*log(C*x1)+C*x1**2+C*x1+C,"[-20.25345849  30.97866404  38.5430218  -39.67807853 -35.91574696
  49.01052197  43.24065246 -32.04482867 -48.91302061 -56.77293039
  32.72329809 -55.56381347 -43.92612354  29.11139949  43.21385965
 -29.30775468  44.56789945  43.80119239  30.6656266   41.21408826
  41.69858896  30.96323712 -27.03465105 -62.54182505 -54.9821858
  31.44902958 -52.75865524  35.12766705  50.45885166 -61.69530005]",48.97816272902666,6.734773397445679
3,0.25685479717362014*x1/(1.3240180394403067*x1+-0.16002606291656596)+1.3023923419772578,C*x1/(C*x1+C)+C,"[3.52988758 4.22136815 1.6750219  2.07590088 2.32848804 4.85978287
 1.97217358 3.46940731 2.0950191  2.02900255 2.08730885 4.39705919
 2.81778104 2.65099738 2.84010954 3.02094753 1.9805027  4.60679727
 3.02285939 2.1943886  1.85749888 3.46184501 3.34151557 2.91711642
 2.11332368 1.63138013 4.06677197 2.89945452 2.49491507 2.04038316]",0.3117760177470586,3.9485573768615723
4,0.9633718254570423*x1*1.9148717606989867*log(0.9006877952636358*x1**4+1.6669653267307702*x1**3+0.5648574464503451*x1**2+-1.2276559446229411*x1+-0.6261005199630683)*-1.7718715377928107*sin(1.342774419612362*x1)+0.6767932552032421,C*x1*C*log(C*x1**4+C*x1**3+C*x1**2+C*x1+C)*C*sin(C*x1)+C,"[17.22276688 17.01458064 25.66052367 16.77403355 16.32712429 34.19853713
 26.42941835 16.21455858 25.39288713 33.05215592 30.36974433 16.53410165
 31.78279802 28.24993142 33.7246387  17.99701543 34.34812874 18.26920457
 32.32441671 16.70681242 17.45950358 16.41398111 17.02064818 32.87637471
 29.24249241 26.05336349 29.85684281 16.18271983 30.38025688 16.5090195 ]",5.186571158649629,8.636672973632812
5,-2.03995581177251*x1**2+1.784589431926912*x1+-0.0323998685508311,C*x1**2+C*x1+C,"[-5.91732194 18.31130593 20.69074417 -5.91732194 17.47411609 14.66215996
 -5.91732194 15.46776673 19.74305699 24.04564321 23.37339344 19.36150755
 13.76432964 21.52382543 -5.91732194 -5.91732194 19.71837828 -5.91732194
 -5.91732194 14.90266315 -5.91732194 -5.91732194 13.89106339 -5.91732194
 24.30752406 -5.91732194 -5.91732194 13.50299485 -5.91732194 -5.91732194]",1.6997296579103331,6.158124685287476
6,0.7857267985261505*x1+1.8322960722393105*sin(1.4963571161610014*x1)+0.7030234480140063,C*x1+C*sin(C*x1)+C,"[-1.25964566 -1.25964566  0.06400424  0.48826246 -1.25964566 -1.25964566
 -1.25964566 -1.25964566 -1.25964566  0.75574194  0.20385085 -1.25522976
 -1.25964566 -1.25964566 -1.25964566 -1.25964566 -1.25964566 -1.25964566
 -1.25964566 -0.80205852 -1.25964566 -1.25964566 -1.25964566  0.92251951
 -1.25964566 -1.25964566 -1.25964566 -1.25964566 -1.37365274  1.10782395]",0.4390863306592357,1.3660964965820312
7,-0.961876108374458*x1+-1.250800758696987/x1+-1.0663702739185705,C*x1+C/x1+C,"[-1.69776749 -4.59634739 -4.85559969 -4.16993931  0.92189798 -0.80433168
 -4.24047631 -4.37158124  0.22943226 -4.3923822  -1.10886673 -0.56347875
  0.11157188  0.45813119 -5.00290056 -0.73598114  0.64602056  0.65763911
 -4.67844336  1.0082302  -1.96482598 -0.8703997   0.36138842 -4.54744907
 -0.9720851  -2.02276143  0.87230009  0.64052727 -0.64793556  0.12476013]",0.43692251648964514,2.298802375793457
8,-1.1721166123163602*x1**5+1.6974628250176984*x1**4+-1.8183674492315656*x1**3+0.28345722200202106*x1**2+-0.20747095003007954*x1+-1.8057037618847964,C*x1**5+C*x1**4+C*x1**3+C*x1**2+C*x1+C,"[ 214.28436652  260.30549435  479.72420323  617.18804573 -434.12710114
  622.51149323 -359.30261964  444.47267043 -343.9025417   431.76104599
 -497.05742282  373.26088791 -563.30521222 -539.10064113  188.87315993
 -534.30227232  414.33422219  366.26382167 -281.98329842  432.63445805
 -371.18908041 -474.65011802  377.14219841 -343.87697082  474.56291777
 -378.18347354  445.2296993   520.46818805 -256.63390097 -287.38149202]",120.15177594707178,34.09196496009827
9,0.5429391980551586*x1**4+0.5587698685776163*x1**2+0.26202636943628077,C*x1**4+C*x1**2+C,"[  59.18519273  -61.60086348  -48.86546136  -99.13093429   52.20861601
  -57.10623886   44.71869573  -86.01929561   46.2745925    39.0218615
   38.64115217 -102.04595423  -60.86313937   41.31637743  -89.0696908
  -56.9688421   -44.38759202   58.70383814  -45.13278703  -65.80203267
  -57.06010179   41.80050308   60.30229676   39.31013842  -54.97869192
  -95.02269556   47.42475218   51.07781802  -83.38891908  -71.31467779]",11.523003402742432,6.5314178466796875
